2.9497299587972443       1.4866999740276923      1.76
3.4060996589201054       2.936422271842009       1.73
3.341624856143297        2.3437443200565604      1.7
2.8671407131732614       3.3295983933297464      1.69
3.3949215381815647       2.9472012795389824      1.69
1.9084160648052224       2.1678068492822145      1.7
2.2033136992888003       0.6209048230384061      1.72
1.1774349828505932       -0.9355910492757313     1.76
0.531287300663954        -2.6428910960457        1.81
0.4223503806109547       -4.088344321477474      1.89
0.16637047005834207      -5.949160294787114      1.96
0.45460701550914034      -9.272487658797468      1.96
0.9768900484326712       -10.759882746714496     1.96
0.7048484344046982       -13.88643571552637      1.95
1.3055010885526124       -16.617604136106937     1.92
1.3072636283389265       -17.716551682928365     1.89
1.351518505113598        -16.540719555613006     1.86
0.9355922843951872       -11.433687456251498     1.88
1.6690732864030435       -11.189580495567043     1.89
1.7530776056138382       -11.528104109601545     1.9
1.8462791513211652       -10.814637928459698     1.92
1.5008367926460497       -9.657610603994913      2.0
0.8350514259620941       -8.373589876413567      2.09
0.6046451141036651       -6.52490095826258       2.17
0.31289323660471724      -3.889452675650924      2.27
0.1312323467652564       -2.103632503680088      2.36
0.26104891264353625      -2.005650245150974      2.43
0.4898792126298969       -5.751243083043472      2.45
0.5200158096995264       -4.4141852853777035     2.47
0.36912994816787564      -2.6239533709781035     2.48
0.2529145090637402       -1.36647795533055       2.49
0.23231967372115897      -0.5689922183511635     2.49
0.13272279442183074      1.6847961323338518      1.63
-0.7115310261168014      5.081529000559267       1.68
-1.3572447759144066      5.417052517637477       1.73
-1.5518496122459113      5.292487919194703       1.72
-1.202236652969159       4.921161979798445       1.7
1.1979444998287314       3.792872694983281       1.67
1.7089815018118664       2.3249446759568295      1.71
2.2264208028898724       1.6859200308506102      1.74
1.603246040745751        -1.8846327657861615     1.82
1.687781323425661        -2.721876345993716      1.91
0.9871246355997566       -5.427633057604739      1.95
2.389392637365   -8.49585788700081       1.98
3.373981689213935        -9.698750895515914      2.03
2.3935425282016376       -15.956766418838539     2.15
4.464851595035721        -19.013124516068828     2.26
2.26501177065951         -17.265887392827867     2.42
2.527775192489462        -17.871134933829772     2.57
3.7071474822776334       -20.55996548924503      2.7
4.850173510859412        -18.545754520652565     2.78
5.166362604643731        -18.73697412848793      2.86
5.589721991666874        -19.135061274856607     2.93
5.332135531273199        -20.50581349715446      3.0
5.342577148186389        -20.5170081990432       3.06
6.15077073512859         -15.121478648598966     3.03
4.006417607868374        -12.408990730849565     3.0
4.641449161820711        -12.301229928216236     2.94
4.2983222298157235       -10.532500670006318     2.87
3.1375384540044786       -7.974016467404495      2.82
3.006098014949359        -6.431651122319768      2.78
2.8466650101541373       -5.2719138685378395     2.74
-2.643632319022743       -13.578092076029995     0.77
-2.387741275293344       -14.607350139854528     0.78
-3.1761875094972         -16.854924947291366     0.8
-2.991259449922326       -18.29916912590999      0.83
-3.179312381020375       -18.448676350277328     0.86
-4.581686948423013       -18.992123874585623     0.91
-4.14015691389123        -18.74176709252815      0.97
-3.887016454081738       -18.908206018997127     1.06
-4.635858218415261       -19.06406588987191      1.16
-5.53207049378989        -18.942321905532708     1.27
-6.264077785129882       -18.312772653144048     1.4
-6.88181468325021        -18.22126100538313      1.54
-5.997157618752293       -16.470516219541814     1.69
-6.686697931285517       -14.899789329452004     1.86
-8.248127705792538       -14.12628718155361      2.05
-6.472175910878296       -15.617044890393904     2.25
-5.098779923610475       -18.559407240586225     2.45
-5.18080456466439        -17.50703543532163      2.63
-4.218600151003233       -16.718753718905045     2.8
-3.4585187552503656      -16.027672102785544     2.97
-2.5397574832039083      -15.557481561866576     3.11
-0.9100035146746319      -13.05718373267436      3.22
-0.3119399887770946      -11.989368159191798     3.3
0.25424875313770673      -11.554623222318694     3.37
0.4246604914039019       -12.192650896453364     3.46
1.5704369230279625       0.21860545552820293     0.22
0.4997858620857168       -3.221668417989556      0.22
-0.5848358579864006      -6.990662164477715      0.23
-1.0368220023356147      -10.214027639825886     0.24
-1.383169091631349       -12.98912432954539      0.25
-1.0062495347010763      -14.96052376659811      0.26
-0.540483281705782       -16.746766552285905     0.27
0.002003403398989629     -18.282110759614326     0.28
0.06845798871216315      -20.409377548033536     0.3
0.2245374950979978       -21.565333670752544     0.31
-1.7631142784947913      -23.244111989127713     0.33
-3.057776710415631       -23.97858167046396      0.35
-3.5995331189556876      -23.67715606079237      0.39
-3.7239406498120036      -23.198108395661013     0.42
-3.56450585984748        -22.769923801128126     0.46
-3.3374996089931717      -21.711770992528944     0.51
-3.124219865046208       -20.344669666182853     0.57
-2.4415667653340987      -17.839209164864553     0.64
-1.1830425634566988      -14.744901293975134     0.72
-0.3162189514569591      -12.174343603267381     0.78
2.0381406036091514       -8.114845954775287      0.84
3.384030966486759        -4.54195049490036       0.9
3.89251681993736         -3.1978654933786186     0.94
3.8848352642109236       -3.482445867143592      0.99
3.5140124001250586       -3.9023651047024823     1.05
2.552368047327047        -4.690695784155648      1.1
1.5509286555655413       -6.423997285650456      1.14
1.105176615435944        -12.24616002420726      1.18
-0.8814625719847414      -16.089112755116943     1.24
-2.7279132448007184      -20.231829037643877     1.3
-6.600564093183664       -26.145150488693616     1.4
-5.802980347236096       -29.614867960315937     1.5
-6.895704645806955       -32.51813473796117      1.6
-8.083650984078039       -33.85699329962292      1.72
-9.219330324377662       -34.46386161416884      1.84
-9.93035491361011        -34.964025771328565     1.98
-10.782310867758815      -35.11882010704691      2.12
-12.571512817171106      -32.30436339976954      2.28
-13.0658550106935        -31.721834778631415     2.47
-13.505149976320865      -31.1757731795684       2.66
-12.186844866936209      -28.620386615622287     2.83
-14.40542731438279       -27.92933240109676      3.0
-14.359074957142736      -25.8976426056931       3.15
-14.284039487115258      -24.2998066095098       3.29
-14.173716702204356      -22.46235326493754      3.39
-13.69811373121459       -21.332705219768517     3.46
-13.028559584654353      -19.074455323260885     3.47
